,time,xpos,ypos,zpos,xdot,ydot,zdot,roll,pitch,yaw,ang_roll,ang_pitch,ang_yaw,in_roll,in_pitch,in_yaw,target_xpos,target_ypos,target_zpos,payload_temp,energy,adcs_mode,payload_mode
10,0.4,3069.02225853673,0.0,-400000.0,7672.555646341823,0.0,0.0,0.02578833565395193,-1.5450079911409444,0.0,0.09659739836347185,0.09659739836347185,0.0,0.12217304763960307,-1.3089969389957472,0.0,0.0,0.0,0.0,16.89740108900093,35.19999999999996,1.0,0.0
11,0.44,3375.9244843904034,0.0,-400000.0,7672.555646341823,0.0,0.0,0.029671725244705655,-1.5411246015501907,0.0,0.09842980204766784,0.09842980204766784,0.0,0.12217304763960307,-1.3089969389957472,0.0,0.0,0.0,0.0,16.54534167379124,35.219999999999956,1.0,0.0
12,0.48,3682.826710244077,0.0,-400000.0,7672.555646341823,0.0,0.0,0.03362401321398514,-1.5371723135809112,0.0,0.09984881546070921,0.09984881546070921,0.0,0.12217304763960307,-1.3089969389957472,0.0,0.0,0.0,0.0,16.54534167379124,35.23999999999995,1.0,0.0
13,0.52,3989.72893609775,0.0,-400000.0,7672.555646341823,0.0,0.0,0.037629656087595,-1.5331666707073013,0.0,0.10094769944776845,0.10094769944776845,0.0,0.12217304763960307,-1.3089969389957472,0.0,0.0,0.0,0.0,16.54534167379124,35.25999999999995,1.0,0.0
14,0.56,4296.631161951424,0.0,-400000.0,7672.555646341823,0.0,0.0,0.041676616999118274,-1.5291197097957778,0.0,0.10179867520734713,0.10179867520734713,0.0,0.12217304763960307,-1.3089969389957472,0.0,0.0,0.0,0.0,16.54534167379124,35.279999999999944,1.0,0.0
15,0.6,4603.533387805097,0.0,-400000.0,7672.555646341823,0.0,0.0,0.04575557459920171,-1.5250407521956946,0.0,0.10245767083556485,0.10245767083556485,0.0,0.12217304763960307,-1.3089969389957472,0.0,0.0,0.0,0.0,16.54534167379124,35.29999999999994,1.0,0.0
16,0.64,4910.43561365877,0.0,-400000.0,7672.555646341823,0.0,0.0,0.04985931043490613,-1.5209370163599902,0.0,0.10296799705005667,0.10296799705005667,0.0,0.12217304763960307,-1.3089969389957472,0.0,0.0,0.0,0.0,19.547717285247266,35.319999999999936,1.0,0.0
17,0.68,5217.337839512444,0.0,-400000.0,7672.555646341823,0.0,0.0,0.053982234536275445,-1.516814092258621,0.0,0.10336319367055913,0.10336319367055913,0.0,0.12217304763960307,-1.3089969389957472,0.0,0.0,0.0,0.0,19.547717285247266,35.33999999999993,1.0,0.0
18,0.72,5524.240065366117,0.0,-400000.0,7672.555646341823,0.0,0.0,0.05811417754546045,-1.512676308764321,0.0,0.10274812083543304,0.10366923393347624,0.0,0.12217304763960307,-1.3089969389957472,0.0,0.0,0.0,0.0,19.547717285247266,35.35999999999993,1.0,0.0
19,0.76,5831.14229121979,0.0,-400000.0,7672.555646341823,0.0,0.0,0.06220811882121165,-1.508527018156135,0.0,0.10087577317980966,0.10390623151307925,0.0,0.12217304763960307,-1.3089969389957472,0.0,0.0,0.0,0.0,19.547717285247266,35.379999999999924,1.0,0.0
20,0.8,6138.044517073464,0.0,-400000.0,7672.555646341823,0.0,0.0,0.0662169216365187,-1.504368816438956,0.0,0.09804717787914094,0.10408976243872381,0.0,0.12217304763960307,-1.3089969389957472,0.0,0.0,0.0,0.0,19.547717285247266,35.39999999999992,1.0,0.0
21,0.84,6444.946742927137,0.0,-400000.0,7672.555646341823,0.0,0.0,0.0701049375783855,-1.5002037139589728,0.0,0.0945103177486856,0.10423188878754296,0.0,0.12217304763960307,-1.3089969389957472,0.0,0.0,0.0,0.0,19.962738162551005,35.419999999999916,1.0,0.0
22,0.88,6751.8489687808105,0.0,-400000.0,7672.555646341823,0.0,0.0,0.07384597072195645,-1.496033267528274,0.0,0.09046840136540289,0.10434195143206851,0.0,0.12217304763960307,-1.3089969389957472,0.0,0.0,0.0,0.0,19.962738162551005,35.43999999999991,1.0,0.0
23,0.92,7058.751194634484,0.0,-400000.0,7672.555646341823,0.0,0.0,0.07742156009019913,-1.4918586827421412,0.0,0.08608692660138416,0.1044271839439891,0.0,0.12217304763960307,-1.3089969389957472,0.0,0.0,0.0,0.0,19.962738162551005,35.45999999999991,1.0,0.0
